Protein A (gene name)	Protein B (gene name)	PubMed ID	Source databases
AIRE	SNRPD3	20085707	(mentha)
AIRE	POLR2A	20085707	(mentha)
AIRE	AIRE	11533054	(mentha)
AIRE	PRKDC	20085707	(mentha)
AIRE	HIST2H2BB	20085707	(mentha)
AIRE	EFTUD2	20085707	(mentha)
AIRE	DDX5	20085707	(mentha)
AIRE	KPNB1	20085707	(mentha)
AIRE	NASP	20085707	(mentha)
AIRE	MCM5	20085707	(mentha)
AIRE	MCM6	20085707	(mentha)
AIRE	CAND1	20085707	(mentha)
AIRE	MCM2	20085707	(mentha)
AIRE	HIST1H3I	20085707	(mentha)
AIRE	GEMIN5	20085707	(mentha)
AIRE	MSH2	20085707	(mentha)
AIRE	HIST1H2AO	20085707	(mentha)
AIRE	IPO7	20085707	(mentha)
AIRE	MYBBP1A	20085707	(mentha)
AIRE	DDX17	20085707	(mentha)
AIRE	C1QBP	20085707	(mentha)
AIRE	XPOT	20085707	(mentha)
AIRE	CHD6	20085707	(mentha)
AIRE	NOP56	20085707	(mentha)
AIRE	GCN1L1	20085707	(mentha)
AIRE	LMNB1	20085707	(mentha)
AIRE	MSH6	20085707	(mentha)
AJUBA	GRB2	15630473	(mentha)
AK1	YWHAE	16615898	(mentha)
AK1	KCNMA1	19423573	(mentha)
AK1	FBXO32	22673621	(mentha)
AK1	CSF1	16267818	(mentha)
AK2	YWHAE	16615898	(mentha)
AK2	HSD3B4	16615898	(mentha)
AK2	HSD3B7	16615898	(mentha)
AK2	PGLS	16615898	(mentha)
AK2	Q8K245	26590968	(mentha)
AK3	HSD3B4	16615898	(mentha)
AK3	YWHAE	16615898	(mentha)
AK3	GOT1	15627969	(mentha)
AK4	YWHAE	16615898	(mentha)
AK4	HSD3B4	16615898	(mentha)
AK5	YWHAZ	16959763	(mentha)
AKAP12	CHAF1A	26365490	(mentha)
AKAP12	FHL1	15102471	(mentha)
AKAP12	RPGRIP1L	21565611	(mentha)
AKAP12	YWHAE	16615898	(mentha)
AKAP13	PRKAR2A	15102471	(mentha)
AKAP8	NANOG	23892456	(mentha)
AKAP8	POU5F1	22083510|20362541	(mentha)
AKAP8	YWHAE	16615898	(mentha)
AKAP8	IQCB1	21565611	(mentha)
AKAP8	AMY1	12414807	(mentha)
AKAP8	RPGRIP1L	21565611	(mentha)
AKAP8	ELF5	26584622	(mentha)
AKAP8	PGLS	16615898	(mentha)
AKAP8	TFCP2L1	20362541	(mentha)
AKAP8L	RPGRIP1L	21565611	(mentha)
AKAP9	CCNB1IP1	21779533	(mentha)
AKAP9	GRIN1	10862698|16635246|10862698	(mentha)|(mentha)
AKAP9	GRIN2B	16635246|10862698	(mentha)|(mentha)
AKAP9	PRKAR2A	15102471	(mentha)
AKIP1	RAC1	17227220	(mentha)
AKR1A1	YWHAZ	16615898	(mentha)
AKR1A1	PGLS	16615898	(mentha)
AKR1A1	HSD3B4	16615898	(mentha)
AKR1A1	YWHAE	16615898	(mentha)
AKR1A1	HMGA2	26045162	(mentha)
AKR1A1	DLG4	19455133	(mentha)
AKR1B1	GOT1	15627969	(mentha)
AKR1B1	PRKCE	11139474	(mentha)
AKR1B10	YWHAE	16615898	(mentha)
AKR1C12	PGLS	16615898	(mentha)
AKR1C14	YWHAE	16615898	(mentha)
AKR1C18	YWHAE	16615898	(mentha)
AKR1C18	YWHAZ	16615898	(mentha)
AKR1C6	YWHAE	16615898	(mentha)
AKR1D1	YWHAE	16615898	(mentha)
AKR1E2	YWHAE	16615898	(mentha)
AKR7A2	YWHAE	16615898	(mentha)
AKR7A2	HSD3B4	16615898	(mentha)
AKT1	CLIP3	19139280	(mentha)
AKT1	CTNND1	17993462	(mentha)
AKT1	PIK3R1	24567360	(mentha)
AKT1	GAPDH	18388859	(mentha)
AKT1	MAP3K5	11154276	(mentha)
AKT1	HSP90AB1	10995457	(mentha)
AKT1	PPARGC1A	17554339	(mentha)
AKT1	AKT1	7891724	(mentha)
AKT1	HSP90AA1	18566586|10995457	(mentha)
AKT1	SRC	19122674	(mentha)
AKT1	INSR	19122674	(mentha)
AKT1	PRKCE	11139474	(mentha)
AKT1S1	YWHAQ	20127721	(mentha)
AKT2	CCDC88A	15753085	(mentha)
AKT2	GRIN1	16635246	(mentha)
AKT2	CLIP3	19139280	(mentha)
AKT2	BCL2A1D	15102471	(mentha)
AKT2	GSK3A	20576936	(mentha)
AKT2	GRIN2B	16635246	(mentha)
AKT3	YWHAE	16615898	(mentha)
AKT3	BTBD10	18160256	(mentha)
ALAD	ALAD	11591653	(mentha)
ALAS2	ALAS2	8688429	(mentha)
ALCAM	YWHAE	16615898	(mentha)
ALDH16A1	YWHAE	16615898	(mentha)
ALDH16A1	RAB17	26885862	(mentha)
ALDH16A1	RAB6A	26885862	(mentha)
ALDH18A1	RAB4B	26885862	(mentha)
ALDH18A1	RAB1A	26885862	(mentha)
ALDH18A1	ISG15	16139798	(mentha)
ALDH18A1	RAB38	26885862	(mentha)
ALDH18A1	RAB17	26885862	(mentha)
ALDH18A1	YWHAE	16615898	(mentha)
ALDH18A1	Q9CZE3	26885862	(mentha)
ALDH18A1	RAB5C	26885862	(mentha)
ALDH18A1	EED	24457600	(mentha)
ALDH1A2	YWHAE	16615898	(mentha)
ALDH1A3	INVS	21565611	(mentha)
ALDH1B1	YWHAE	16615898	(mentha)
ALDH1L1	HSD3B4	16615898	(mentha)
ALDH1L1	YWHAE	16615898	(mentha)
ALDH1L1	YWHAZ	16615898|19562802	(mentha)
ALDH2	RAB6A	26885862	(mentha)
ALDH2	RAB33B	26885862	(mentha)
ALDH2	RAB21	26885862	(mentha)
ALDH2	RAB19	26885862	(mentha)
ALDH3B1	YWHAE	16615898	(mentha)
ALDH4A1	HSD3B4	16615898	(mentha)
ALDH4A1	YWHAE	16615898	(mentha)
ALDH5A1	YWHAE	16615898	(mentha)
ALDH5A1	DLG4	19455133	(mentha)
ALDH5A1	HSD3B4	16615898	(mentha)
ALDH6A1	HSD3B4	16615898	(mentha)
ALDH6A1	KCNMA1	19423573	(mentha)
ALDH6A1	YWHAZ	16615898	(mentha)
ALDH6A1	YWHAE	16615898	(mentha)
ALDH7A1	HSD3B4	16615898	(mentha)
ALDH7A1	PGLS	16615898	(mentha)
ALDH7A1	YWHAE	16615898	(mentha)
ALDH8A1	YWHAZ	16615898	(mentha)
ALDH8A1	YWHAE	16615898	(mentha)
ALDH8A1	HSD3B4	16615898	(mentha)
ALDH9A1	PGLS	16615898	(mentha)
ALDH9A1	HSD3B4	16615898	(mentha)
ALDH9A1	YWHAE	16615898	(mentha)
ALDOA	HBB-B1	15627969	(mentha)
ALDOA	HBA	15627969	(mentha)
ALDOA	DLG4	19455133	(mentha)
ALDOA	STAM2	20697350	(mentha)
ALDOA	HBB-B2	15627969	(mentha)
ALDOB	HSD3B4	16615898	(mentha)
ALDOB	YWHAE	16615898	(mentha)
ALDOB	YWHAZ	16615898	(mentha)
ALG11	YWHAE	16615898	(mentha)
ALG2	YWHAE	16615898	(mentha)
ALG5	YWHAE	16615898	(mentha)
ALMS1	ATP6V1A	22707207	(mentha)
ALOX5	ALOX5AP	19075240	(mentha)
ALPL	YWHAZ	16615898	(mentha)
ALPL	YWHAE	16615898	(mentha)
ALPL	HSD3B4	16615898	(mentha)
ALS2	GRIA2	17093100	(mentha)
ALS2	DLG4	17093100	(mentha)
ALX4	ALX4	20211142	(mentha)
ALYREF2	YWHAE	16615898	(mentha)
AMDHD1	PGLS	16615898	(mentha)
AMDHD2	YWHAZ	16615898	(mentha)
AMDHD2	YWHAE	16615898	(mentha)
AMELX	BGN	15883644	(mentha)
AMELX	AHSG	15883644	(mentha)
AMELX	PPP1CA	15883644	(mentha)
AMELX	CD63	15883644	(mentha)
AMER2	YWHAE	16615898	(mentha)
AMFR	NPHP4	21565611	(mentha)
AMFR	VCP	16709668	(mentha)
AMFR	YWHAE	16615898	(mentha)
AMFR	MGRN1	26743086	(mentha)
AMFR	HSD3B7	16615898	(mentha)
AMFR	NGLY1	11562482|16709668	(mentha)
AMHR2	YWHAZ	19562802	(mentha)
AMIGO1	KCNB1	22056818	(mentha)
AMN	HSD3B4	16615898	(mentha)
AMN	YWHAE	16615898	(mentha)
AMN	YWHAZ	16615898	(mentha)
AMOT	LIN7C	18824598	(mentha)
AMOT	MPDZ	18824598	(mentha)
AMOT	YAP1	21145499	(mentha)
AMOT	PLEKHG5	18824598	(mentha)
AMOT	FLNA	18824598	(mentha)
AMOT	YWHAE	16615898	(mentha)
AMOT	PTPN13	18824598	(mentha)
AMOT	INADL	18824598	(mentha)
AMOTL1	MPDZ	18824598	(mentha)
AMOTL1	PLEKHG5	18824598	(mentha)
AMOTL1	INADL	18824598	(mentha)
AMOTL1	LIN7C	18824598	(mentha)
AMOTL2	LIN7C	18824598	(mentha)
AMOTL2	PLEKHG5	18824598	(mentha)
AMOTL2	INADL	18824598	(mentha)
AMOTL2	POU5F1	20362542	(mentha)
AMPD2	KCNMA1	20114047	(mentha)
AMPH	CAPN2	17541403	(mentha)
AMPH	DNM1	23640057	(mentha)
AMPH	ATP6V1A	22707207	(mentha)
AMPH	AP2A2	7730311	(mentha)
AMPH	YWHAE	16615898	(mentha)
AMPH	SH3GL3	12456676	(mentha)
AMPH	DNM2	23640057|9525921	(mentha)
AMPH	SH3GL2	12456676	(mentha)
AMT	HSD3B4	16615898	(mentha)
AMT	YWHAE	16615898	(mentha)
ANAPC10	LRP2	10827173	(mentha)
ANAPC7	CDC27	10922056	(mentha)
ANAPC7	CREB3L4	16595651	(mentha)
ANAPC7	PIK3CA	15102471	(mentha)
ANAPC7	FOXP3	22922362	(mentha)
ANAPC7	YWHAH	21311561	(mentha)
ANAPC7	CDC20	22084091	(mentha)
ANAPC7	CREM	16595651	(mentha)
ANG3	ANG3	23170778	(mentha)
ANGPT4	YWHAE	16615898	(mentha)
ANGPTL2	YWHAE	16615898	(mentha)
ANGPTL2	NDN	22442722	(mentha)
ANGPTL6	NPHP4	21565611	(mentha)
ANK1	YWHAZ	16615898	(mentha)
ANK1	YWHAE	16615898	(mentha)
ANK2	KIF3A	22632975	(mentha)
ANK2	SPTAN1	22632975	(mentha)
ANK2	YWHAE	16615898	(mentha)
ANK2	YWHAZ	19562802	(mentha)
ANK2	ACTG1	19109891	(mentha)
ANK2	KIFAP3	22632975	(mentha)
ANK3	HSD3B4	16615898	(mentha)
ANK3	YWHAE	16615898	(mentha)
ANKHD1	YWHAE	16615898	(mentha)
ANKRA2	EWSR1	20211142	(mentha)
ANKRD1	THBD	24515436	(mentha)
ANKRD1	NCL	24515436	(mentha)
ANKRD1	FTH1	24515436	(mentha)
ANKRD1	AGTR1A	24515436	(mentha)
ANKRD1	CAPN3	20860623	(mentha)
ANKRD1	Q6PAI4	24515436	(mentha)
ANKRD1	XIRP2	24515436	(mentha)
ANKRD1	MYF6	24515436	(mentha)
ANKRD1	DES	24515436	(mentha)
ANKRD1	MB	24515436	(mentha)
ANKRD1	CPD	24515436	(mentha)
ANKRD1	RPL13	24515436	(mentha)
ANKRD1	TTN {ECO:0000312|EMBL:CAM27059.1}	24515436	(mentha)
ANKRD1	Q3V5L4	24515436	(mentha)
ANKRD1	RPS20	24515436	(mentha)
ANKRD1	GAPDH	24515436	(mentha)
ANKRD1	KRT4	24515436	(mentha)
ANKRD1	MPI	24515436	(mentha)
ANKRD1	CAV3	24515436	(mentha)
ANKRD1	EIF5	24515436	(mentha)
ANKRD1	SLAIN2	24515436	(mentha)
ANKRD1	BRMS1	24515436	(mentha)
ANKRD1	ACTN1	24515436	(mentha)
ANKRD1	EIF3D	24515436	(mentha)
ANKRD1	EWSR1	24515436	(mentha)
ANKRD13B	NPHP4	21565611	(mentha)
ANKRD13D	RAB22A	26885862	(mentha)
ANKRD17	IQCB1	21565611	(mentha)
ANKRD17	POU5F1	22083510	(mentha)
ANKRD17	RAB40B	26885862	(mentha)
ANKRD17	IRAK1	15102471	(mentha)
ANKRD33	RELA	20211142	(mentha)
ANKRD37	UBC	21723927	(mentha)
ANKRD44	YWHAE	16615898	(mentha)
ANKRD49	NFE2	20211142	(mentha)
ANKRD49	EWSR1	20211142	(mentha)
ANKRD54	ITK	15102471	(mentha)
ANKRD54	LYN	15102471	(mentha)
ANKRD6	TLX3	20211142	(mentha)
ANKRD7	EWSR1	20211142	(mentha)
ANKRD7	RELA	20211142	(mentha)
ANKS1	YWHAE	16615898	(mentha)
ANKS1B	DLG4	19455133	(mentha)
ANKS3	ZNF473	20211142	(mentha)
ANKS4B	TRAF1	15102471	(mentha)
ANKS6	INVS	21565611	(mentha)
ANKZF1	VCP	21070972	(mentha)
ANO6	YWHAZ	16615898	(mentha)
ANO6	YWHAE	16615898	(mentha)
ANP32B	YWHAE	16615898	(mentha)
ANP32B	EED	24457600	(mentha)
ANP32B	HMGA2	26045162	(mentha)
ANP32B	UBC	23649778	(mentha)
ANP32E	UBC	23649778	(mentha)
ANP32E	YWHAE	16615898	(mentha)
ANPEP	ATP1B1	17205597	(mentha)
ANPEP	YWHAZ	16615898	(mentha)
ANPEP	YWHAE	16615898	(mentha)
ANXA1	CSF1	16267818	(mentha)
ANXA11	YWHAE	16615898	(mentha)
ANXA13	ACTA1	17205597	(mentha)
ANXA13	ACTG1	17205597	(mentha)
ANXA13	CHUK	15102471	(mentha)
ANXA2	HSD3B4	16615898	(mentha)
ANXA2	INVS	21565611	(mentha)
ANXA2	YWHAZ	16615898	(mentha)
ANXA2	YWHAE	16615898	(mentha)
ANXA3	KCNMA1	19423573	(mentha)
ANXA4	ACTA1	17205597	(mentha)
ANXA4	ACTB	17205597	(mentha)
ANXA4	ACTG1	17205597	(mentha)
ANXA4	YWHAE	16615898	(mentha)
ANXA4	YWHAZ	16615898	(mentha)
ANXA4	PDIA3	17205597	(mentha)
ANXA7	KCNMA1	19423573	(mentha)
AOC1	YWHAE	16615898	(mentha)
AOX3	PGLS	16615898	(mentha)
AOX3	YWHAE	16615898	(mentha)
AP1B1	YWHAE	16615898	(mentha)
AP1B1	HSD3B4	16615898	(mentha)
AP1G1	LAMP1	23258225	(mentha)
AP1G1	CTSD	23258225	(mentha)
AP1G1	VTI1B	23258225	(mentha)
AP1G1	AP3D1	23258225	(mentha)
AP1M1	AP1G1	23415225	(mentha)
AP1M2	YWHAE	16615898	(mentha)
AP2A1	PIP5K1C	17290217	(mentha)
AP2A1	RARA	18495661	(mentha)
AP2A2	YWHAZ	19562802	(mentha)
AP2A2	RARA	18495661	(mentha)
AP2B1	EPS15	9182572	(mentha)
AP2B1	FOXP3	22922362	(mentha)
AP2B1	PIP5K1C	17290217	(mentha)
AP2B1	DLG4	21849563	(mentha)
AP2B1	YWHAE	16615898	(mentha)
AP2B1	YWHAZ	16615898|16959763|19562802	(mentha)
AP2B1	YWHAB	16635246	(mentha)
AP2B1	RARA	18495661	(mentha)
AP2B1	EED	24457600	(mentha)
AP2B1	SNAP25	20114047	(mentha)
AP2B1	HSD3B4	16615898	(mentha)
AP2M1	ATP6V1A	22707207	(mentha)
AP2M1	CTLA4	9256472	(mentha)
AP2M1	POU5F1	22083510	(mentha)
AP2M1	RARA	18495661	(mentha)
AP2M1	YWHAE	16615898	(mentha)
AP2S1	HMGA2	26045162	(mentha)
AP2S1	AP2A2	12086608	(mentha)
AP3B1	YWHAE	16615898	(mentha)
AP3B1	BTK	15102471	(mentha)
AP3B1	KIF3A	19934039	(mentha)
AP3B1	Q9CZE3	26885862	(mentha)
AP3B1	DYNLT1	15102471	(mentha)
AP3B1	UBC	23649778	(mentha)
AP3B1	RAB30	26885862	(mentha)
AP3B1	EED	24457600	(mentha)
AP3B1	PTRF	15102471	(mentha)
AP3B1	XPOT	15102471	(mentha)
AP3B1	PI4KB	23258225	(mentha)
AP3B2	YWHAE	16615898	(mentha)
AP3B2	ATP6V1A	22707207	(mentha)
AP3M1	PI4KB	23258225	(mentha)
AP3S1	FOXP3	22922362	(mentha)
AP3S1	HMGA2	26045162	(mentha)
AP3S1	PI4KB	23258225	(mentha)
AP3S2	PI4KB	23258225	(mentha)
APBA2	RAB11A	20925061	(mentha)
APBA2	CASK	19022416	(mentha)
APBA2	APP	11517249|20925061	(mentha)
APBB1	APP	11517249	(mentha)
APBB1	TP53	19796171	(mentha)
APBB1	PRNP	15146195	(mentha)
APBB1	ENAH	9407065	(mentha)
APBB1IP	VASP	15642358	(mentha)
APBB1IP	KRAS	15642358	(mentha)
APBB1IP	ENAH	15642358	(mentha)
APBB1IP	HRAS	15642358	(mentha)
APBB2	APBB2	15629131	(mentha)
APBB2	MAPK8	15629131	(mentha)
APBB2	APP	11517249	(mentha)
APBB3	APP	11517249	(mentha)
APC	DVL2	20224554	(mentha)
APEH	YWHAE	16615898	(mentha)
APEH	UBC	23649778	(mentha)
APEX1	PCNA	17599061	(mentha)
APEX1	HDAC1	22441348	(mentha)
APH1A	PSEN2	15474363	(mentha)
APH1A	GNB1	15146195	(mentha)
APH1A	ATP1B1	15146195	(mentha)
APH1A	PSEN1	15146195|15474363	(mentha)
APH1A	PLP1	15146195	(mentha)
APH1A	YWHAE	15146195	(mentha)
APH1A	STXBP1	15146195	(mentha)
APH1A	SYT1	27036734	(mentha)
APH1A	NCSTN	15146195	(mentha)
APH1A	DPYSL2	15146195	(mentha)
APH1A	ATP1A3	15146195	(mentha)
APH1A	YWHAZ	15146195	(mentha)
APH1A	MBP	15146195	(mentha)
APH1B	STXBP1	15146195	(mentha)
APH1B	GNB1	15146195	(mentha)
APH1B	NCSTN	15146195	(mentha)
APH1B	PLP1	15146195	(mentha)
APH1B	MBP	15146195	(mentha)
APH1B	YWHAE	15146195	(mentha)
APH1B	DPYSL2	15146195	(mentha)
APH1B	YWHAZ	15146195	(mentha)
APH1B	PSEN1	15146195	(mentha)
APH1B	ATP1B1	15146195	(mentha)
APH1B	ATP1A3	15146195	(mentha)
APIP	YWHAE	16615898	(mentha)
APLF	FOXP3	22922362	(mentha)
APLP1	YWHAE	16615898	(mentha)
APLP1	PRNP	15146195	(mentha)
APLP1	CPEB1	16314516	(mentha)
APLP1	APP	16193067|17934213	(mentha)
APLP1	DAB1	10460257	(mentha)
APLP2	RAC1	17934213	(mentha)
APLP2	CPEB1	16314516	(mentha)
APLP2	YWHAE	16615898	(mentha)
APLP2	APLP1	16193067	(mentha)
APLP2	DAB1	10460257	(mentha)
APLP2	POU5F1	22083510	(mentha)
APLP2	PRNP	15146195	(mentha)
APLP2	APP	16193067|17934213	(mentha)
APLP2	KIF1A	17934213	(mentha)
APLP2	PPP2CA	17934213	(mentha)
APMAP	YWHAZ	16615898	(mentha)
APMAP	YWHAE	16615898	(mentha)
APMAP	HSD3B4	16615898	(mentha)
APOA1	YWHAE	16615898	(mentha)
APOA1	APOB	15654758	(mentha)
APOA1	APOA1	11744719	(mentha)
APOA1BP	YWHAE	16615898	(mentha)
APOA1BP	HSD3B4	16615898	(mentha)
APOA5	YWHAE	16615898	(mentha)
APOBEC2	YWHAE	16615898	(mentha)
APOE	PRNP	15146195	(mentha)
APOH	YWHAE	16615898	(mentha)
APP	CALU	17934213	(mentha)
APP	PRNP	17934213|15146195	(mentha)
APP	APP	20573181	(mentha)
APP	THY1	17934213	(mentha)
APP	ITM2B	21587206	(mentha)
APP	SNCA	18769546	(mentha)
APP	HSP90B1	17934213	(mentha)
APPBP2	LMO2	26764384	(mentha)
APPBP2	CROCC	16018997	(mentha)
APPL1	GRIN1	16635246|10862698	(mentha)
APPL1	GRIN2B	10862698	(mentha)
APPL1	YWHAE	16615898	(mentha)
APPL2	LMO2	26764384	(mentha)
APRT	KCNMA1	19423573	(mentha)
AQP1	YWHAE	16615898	(mentha)
AQP4	ATP6V1A	22707207	(mentha)
AQR	YWHAE	16615898	(mentha)
AQR	HMGA2	26045162	(mentha)
AR	TCF21	15919722	(mentha)
AR	TLX3	20211142	(mentha)
AR	CASP8	17170703	(mentha)
ARAP3	RAB38	26885862	(mentha)
ARC	PSEN1	22036569	(mentha)
ARC	CAMK2B	22579289	(mentha)
ARC	GRIN1	10862698|16635246	(mentha)
ARC	GRIN2B	16635246|10862698	(mentha)
ARC	NCSTN	22036569	(mentha)
ARC	DLG4	23424281|19455133	(mentha)
ARC	APP	22036569	(mentha)
ARCN1	YWHAE	16615898	(mentha)
ARF1	YWHAE	16615898	(mentha)
ARF4	HMGA2	26045162	(mentha)
ARF5	YWHAH	21311561	(mentha)
ARF6	PIP5K1C	20493856	(mentha)
ARF6	YWHAE	16615898	(mentha)
ARF6	KCNK1	15540117	(mentha)
ARFGAP1	LRRK2	22363216	(mentha)
ARFGAP2	YWHAE	16615898	(mentha)
ARFGAP2	FOXP3	22922362	(mentha)
ARFIP2	YWHAE	16615898	(mentha)
ARFIP2	SYP	18706977	(mentha)
ARFIP2	CHUK	15102471	(mentha)
ARG1	YWHAE	16615898	(mentha)
ARG1	NPHP4	21565611	(mentha)
ARHGAP1	PAFAH1B1	18331715	(mentha)
ARHGAP1	RAC1	14966113	(mentha)
ARHGAP1	CDC42	14966113	(mentha)
ARHGAP1	YWHAE	16615898	(mentha)
ARHGAP17	YWHAE	16615898	(mentha)
ARHGAP18	YWHAH	21311561	(mentha)
ARHGAP22	RAC1	14966113	(mentha)
ARHGAP30	RAB6A	26885862	(mentha)
ARHGAP32	CDC42	12531901	(mentha)
ARHGAP32	CAMK2A	12531901	(mentha)
ARHGAP32	CTNNB1	12531901	(mentha)
ARHGAP32	CDH2	12531901	(mentha)
ARHGAP32	DLG4	12531901	(mentha)
ARHGAP32	GRIN2B	12531901	(mentha)
ARHGAP32	RAC1	12531901	(mentha)
ARHGAP33	YWHAE	16944949	(mentha)
ARHGAP33	FYN	16777849	(mentha)
ARHGAP33	CRK	12773384	(mentha)
ARHGAP33	CDC42	12773384	(mentha)
ARHGAP35	YWHAE	16615898	(mentha)
ARHGAP35	UBC	20530197	(mentha)
ARHGAP5	PRKAR2A	15102471	(mentha)
ARHGDIA	ATP5B	15627969	(mentha)
ARHGDIA	HSD3B4	16615898	(mentha)
ARHGDIA	EED	24457600	(mentha)
ARHGDIA	YWHAE	16615898	(mentha)
ARHGDIA	IKBKG	24240172	(mentha)
ARHGDIA	CASP3	18723680	(mentha)
ARHGDIA	RAC1	25074804	(mentha)
ARHGDIA	RAC3	15102471	(mentha)
ARHGDIA	YWHAH	21311561	(mentha)
ARHGDIA	CASP7	18723680	(mentha)
ARHGDIB	KCNMA1	19423573	(mentha)
ARHGDIB	RAC3	15102471	(mentha)
ARHGDIB	YWHAE	16615898	(mentha)
ARHGEF1	YWHAE	16615898	(mentha)
ARHGEF1	CUX1	15102471	(mentha)
ARHGEF1	ARHGEF1	15102471	(mentha)
ARHGEF10	YWHAE	16615898	(mentha)
ARHGEF11	PLXNB2	12123608	(mentha)
ARHGEF12	PLXNB1	12123608	(mentha)
ARHGEF12	RTKN	12123608	(mentha)
ARHGEF12	YWHAE	16615898	(mentha)
ARHGEF15	UBC	21029865	(mentha)
ARHGEF15	EPHB2	21029865	(mentha)
ARHGEF16	YWHAE	16615898	(mentha)
ARHGEF18	YWHAZ	16959763	(mentha)
ARHGEF2	UBC	23649778	(mentha)
ARHGEF2	RHOB	16917499	(mentha)
ARHGEF2	YWHAZ	16959763	(mentha)
ARHGEF2	YWHAE	16615898	(mentha)
ARHGEF28	YWHAH	11533041	(mentha)
ARHGEF28	YWHAE	11533041	(mentha)
ARHGEF28	YWHAZ	11533041	(mentha)
ARHGEF6	YWHAE	16615898	(mentha)
ARHGEF6	GIT1	16959763	(mentha)
ARHGEF6	YWHAZ	16959763	(mentha)
ARHGEF7	YWHAE	16615898	(mentha)
ARHGEF7	ITPA	15102471	(mentha)
ARHGEF7	PAK1	15102471	(mentha)
ARHGEF7	LRRK2	21048939	(mentha)
ARHGEF7	CENPC	21274006	(mentha)
ARHGEF7	GIT1	19022416|16959763	(mentha)
ARHGEF7	EGFR	16892055	(mentha)
ARHGEF7	PXN	12153727	(mentha)
ARHGEF7	CBLB	16892055	(mentha)
ARHGEF7	YWHAB	16635246|20338996	(mentha)
ARHGEF7	YWHAZ	16959763	(mentha)
ARHGEF7	PAK3	9726964	(mentha)
ARHGEF7	ARHGEF6	16959763	(mentha)
ARID1A	CHD7	21532573	(mentha)
ARID1B	STAT3	17255939	(mentha)
ARID1B	SMARCA2	17255939	(mentha)
ARID1B	SMARCC1	17255939	(mentha)
ARID1B	E2F1	17255939	(mentha)
ARID1B	HDAC3	17255939	(mentha)
ARID1B	E2F5	17255939	(mentha)
ARID2	YWHAE	16615898	(mentha)
ARID3A	YWHAE	16615898	(mentha)
ARID3A	BTK	15456761	(mentha)
ARID3B	POU5F1	17093407|20362541|20362542|22083510	(mentha)
ARID3B	NANOG	23892456|23395962	(mentha)
ARID3B	NACC1	17093407	(mentha)
ARID5B	NANOG	23892456|21589869	(mentha)
ARIH1	FOXP3	22922362	(mentha)
ARIH1	UBE2L3	10431818	(mentha)
ARIH1	YWHAE	16615898	(mentha)
ARIH2	UBE2E3	19256485	(mentha)
ARIH2	UBE2L3	10431818|11722579	(mentha)
ARIH2	UBE2E1	11722579	(mentha)
ARL1	MYD88	15952741	(mentha)
ARL1	HMGA2	26045162	(mentha)
ARL15	YWHAE	16615898	(mentha)
ARL2	YWHAH	21311561	(mentha)
ARL2	EED	24457600	(mentha)
ARL2	HMGA2	26045162	(mentha)
ARL3	YWHAE	16615898	(mentha)
ARL3	PDE6D	10518933	(mentha)
ARL5B	HMGA2	26045162	(mentha)
ARL6IP1	UNK	25737280	(mentha)
ARL6IP1	YWHAE	16615898	(mentha)
ARL6IP4	HMGA2	26045162	(mentha)
ARL6IP4	YWHAE	16615898	(mentha)
ARL6IP4	RNF41	18986647	(mentha)
ARL6IP5	YWHAE	16615898	(mentha)
ARL8A	YWHAZ	16615898	(mentha)
ARL8A	YWHAE	16615898	(mentha)
ARL8A	HMGA2	26045162	(mentha)
ARL8A	HSD3B4	16615898	(mentha)
ARL8B	EED	24457600	(mentha)
ARMC1	YWHAE	16615898	(mentha)
ARMC10	YWHAB	16635246	(mentha)
ARMC6	YWHAE	16615898	(mentha)
ARNT	AHR	9020169|7488247	(mentha)
ARNT	GRIN1	16635246	(mentha)
ARNT	FOXA2	20609350	(mentha)
ARNT2	HIF1A	10873592	(mentha)
ARNT2	ATP6V1A	22707207	(mentha)
ARNTL	PER1	21966515|16717091|14701732|21680841	(mentha)
ARNTL	SHC1	15102471	(mentha)
ARNTL	HIF1A	20211142|9704006	(mentha)
ARNTL	RNF14	20211142	(mentha)
ARNTL	YWHAE	16615898	(mentha)
ARNTL	USP2	21966515|23213472	(mentha)
ARNTL	PER2	16717091|18430226|21113167|22274616|20832105|14701732|21680841	(mentha)
ARNTL	EPAS1	20211142	(mentha)
ARNTL	NPAS2	23735699	(mentha)
ARNTL	SIRT1	18662546|18662547	(mentha)
ARNTL	PPP1CA	23555304	(mentha)
ARNTL	EZH2	16717091	(mentha)
ARNTL	HLF	9704006	(mentha)
ARNTL	KMT2A	21113167	(mentha)
ARNTL	CSNK1E	21966515|23555304	(mentha)
ARNTL	UBC	21966515	(mentha)
ARNTL	CRY2	18430226|20832105|23555304|16717091|14701732	(mentha)|(mentha)
ARNTL	PARP1	20832105	(mentha)
ARNTL	PER3	14701732	(mentha)
ARNTL	CRY1	23555304|16717091|25127877|15226430|21966515|20832105|14701732|18430226	(mentha)
ARNTL	CLOCK	16606840|18662547|23735699|22441692|17347670|20832105|14701732|9704006|18662546|23555304|16717091	(mentha)
ARNTL	DBP	21113167	(mentha)
ARPC1A	YWHAH	21311561	(mentha)
ARPC1A	HSD3B4	16615898	(mentha)
ARPC1A	YWHAE	16615898	(mentha)
ARPC1A	YWHAB	16635246	(mentha)
ARPC1B	LMNA	21327095	(mentha)
